source,disease,symptom_tags,symptom_text,num_symptoms
shanover_disease_symptoms_prec_full,Heart attack,vomiting|sweating|chest_pain,"vomiting, sweating, chest pain",3
shanover_disease_symptoms_prec_full,Hepatitis B,fatigue|lethargy|yellowish_skin|dark_urine|loss_of_appetite|abdominal_pain|yellow_urine|yellowing_of_eyes|malaise|receiving_blood_transfusion|receiving_unsterile_injections,"fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections",11
shanover_disease_symptoms_prec_full,Hepatitis B,itching|fatigue|lethargy|dark_urine|loss_of_appetite|abdominal_pain|yellow_urine|yellowing_of_eyes|malaise|receiving_blood_transfusion|receiving_unsterile_injections,"itching, fatigue, lethargy, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections",11
shanover_disease_symptoms_prec_full,Hepatitis B,itching|fatigue|lethargy|yellowish_skin|dark_urine|abdominal_pain|yellow_urine|yellowing_of_eyes|malaise|receiving_blood_transfusion|receiving_unsterile_injections,"itching, fatigue, lethargy, yellowish skin, dark urine, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections",11
shanover_disease_symptoms_prec_full,Hepatitis B,itching|fatigue|lethargy|yellowish_skin|dark_urine|loss_of_appetite|abdominal_pain|yellow_urine|yellowing_of_eyes|malaise|receiving_blood_transfusion|receiving_unsterile_injections,"itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections",12
shanover_disease_symptoms_prec_full,Hepatitis B,itching|fatigue|lethargy|yellowish_skin|dark_urine|loss_of_appetite|abdominal_pain|yellowing_of_eyes|malaise|receiving_blood_transfusion|receiving_unsterile_injections,"itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections",11
shanover_disease_symptoms_prec_full,Hepatitis B,itching|fatigue|lethargy|yellowish_skin|dark_urine|loss_of_appetite|yellow_urine|yellowing_of_eyes|malaise|receiving_blood_transfusion|receiving_unsterile_injections,"itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections",11
shanover_disease_symptoms_prec_full,Hepatitis B,itching|fatigue|lethargy|yellowish_skin|loss_of_appetite|abdominal_pain|yellow_urine|yellowing_of_eyes|malaise|receiving_blood_transfusion|receiving_unsterile_injections,"itching, fatigue, lethargy, yellowish skin, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections",11
shanover_disease_symptoms_prec_full,Hepatitis B,itching|fatigue|yellowish_skin|dark_urine|loss_of_appetite|abdominal_pain|yellow_urine|yellowing_of_eyes|malaise|receiving_blood_transfusion|receiving_unsterile_injections,"itching, fatigue, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections",11
shanover_disease_symptoms_prec_full,Hepatitis B,itching|lethargy|yellowish_skin|dark_urine|loss_of_appetite|abdominal_pain|yellow_urine|yellowing_of_eyes|malaise|receiving_blood_transfusion|receiving_unsterile_injections,"itching, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections",11
shanover_disease_symptoms_prec_full,Hepatitis C,fatigue|nausea|loss_of_appetite|yellowing_of_eyes|family_history,"fatigue, nausea, loss of appetite, yellowing of eyes, family history",5
shanover_disease_symptoms_prec_full,Hepatitis C,fatigue|yellowish_skin|loss_of_appetite|yellowing_of_eyes|family_history,"fatigue, yellowish skin, loss of appetite, yellowing of eyes, family history",5
shanover_disease_symptoms_prec_full,Hepatitis C,fatigue|yellowish_skin|nausea|loss_of_appetite|family_history,"fatigue, yellowish skin, nausea, loss of appetite, family history",5
shanover_disease_symptoms_prec_full,Hepatitis C,fatigue|yellowish_skin|nausea|loss_of_appetite|yellowing_of_eyes,"fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes",5
shanover_disease_symptoms_prec_full,Hepatitis C,fatigue|yellowish_skin|nausea|loss_of_appetite|yellowing_of_eyes|family_history,"fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, family history",6
shanover_disease_symptoms_prec_full,Hepatitis C,fatigue|yellowish_skin|nausea|yellowing_of_eyes|family_history,"fatigue, yellowish skin, nausea, yellowing of eyes, family history",5
shanover_disease_symptoms_prec_full,Hepatitis C,yellowish_skin|nausea|loss_of_appetite|yellowing_of_eyes|family_history,"yellowish skin, nausea, loss of appetite, yellowing of eyes, family history",5
shanover_disease_symptoms_prec_full,Hepatitis D,joint_pain|fatigue|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes,"joint pain, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes",8
shanover_disease_symptoms_prec_full,Hepatitis D,joint_pain|vomiting|fatigue|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes,"joint pain, vomiting, fatigue, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes",8
shanover_disease_symptoms_prec_full,Hepatitis D,joint_pain|vomiting|fatigue|yellowish_skin|dark_urine|loss_of_appetite|abdominal_pain|yellowing_of_eyes,"joint pain, vomiting, fatigue, yellowish skin, dark urine, loss of appetite, abdominal pain, yellowing of eyes",8
shanover_disease_symptoms_prec_full,Hepatitis D,joint_pain|vomiting|fatigue|yellowish_skin|dark_urine|nausea|abdominal_pain|yellowing_of_eyes,"joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, abdominal pain, yellowing of eyes",8
shanover_disease_symptoms_prec_full,Hepatitis D,joint_pain|vomiting|fatigue|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain,"joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain",8
shanover_disease_symptoms_prec_full,Hepatitis D,joint_pain|vomiting|fatigue|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes,"joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes",9
shanover_disease_symptoms_prec_full,Hepatitis D,joint_pain|vomiting|fatigue|yellowish_skin|dark_urine|nausea|loss_of_appetite|yellowing_of_eyes,"joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, yellowing of eyes",8
shanover_disease_symptoms_prec_full,Hepatitis D,joint_pain|vomiting|fatigue|yellowish_skin|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes,"joint pain, vomiting, fatigue, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes",8
shanover_disease_symptoms_prec_full,Hepatitis D,joint_pain|vomiting|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes,"joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes",8
shanover_disease_symptoms_prec_full,Hepatitis D,vomiting|fatigue|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes,"vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes",8
shanover_disease_symptoms_prec_full,Hepatitis E,joint_pain|fatigue|high_fever|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes|acute_liver_failure|coma|stomach_bleeding,"joint pain, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding",12
shanover_disease_symptoms_prec_full,Hepatitis E,joint_pain|vomiting|fatigue|high_fever|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes|acute_liver_failure|coma|stomach_bleeding,"joint pain, vomiting, fatigue, high fever, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding",12
shanover_disease_symptoms_prec_full,Hepatitis E,joint_pain|vomiting|fatigue|high_fever|yellowish_skin|dark_urine|loss_of_appetite|abdominal_pain|yellowing_of_eyes|acute_liver_failure|coma|stomach_bleeding,"joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding",12
shanover_disease_symptoms_prec_full,Hepatitis E,joint_pain|vomiting|fatigue|high_fever|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes|acute_liver_failure|coma|stomach_bleeding,"joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding",13
shanover_disease_symptoms_prec_full,Hepatitis E,joint_pain|vomiting|fatigue|high_fever|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes|coma|stomach_bleeding,"joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, coma, stomach bleeding",12
shanover_disease_symptoms_prec_full,Hepatitis E,joint_pain|vomiting|fatigue|high_fever|yellowish_skin|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes|acute_liver_failure|coma|stomach_bleeding,"joint pain, vomiting, fatigue, high fever, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding",12
shanover_disease_symptoms_prec_full,Hepatitis E,joint_pain|vomiting|fatigue|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes|acute_liver_failure|coma|stomach_bleeding,"joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding",12
shanover_disease_symptoms_prec_full,Hepatitis E,joint_pain|vomiting|high_fever|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes|acute_liver_failure|coma|stomach_bleeding,"joint pain, vomiting, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding",12
shanover_disease_symptoms_prec_full,Hepatitis E,vomiting|fatigue|high_fever|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|yellowing_of_eyes|acute_liver_failure|coma|stomach_bleeding,"vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding",12
shanover_disease_symptoms_prec_full,Hypertension,chest_pain|dizziness|loss_of_balance|lack_of_concentration,"chest pain, dizziness, loss of balance, lack of concentration",4
shanover_disease_symptoms_prec_full,Hypertension,headache|chest_pain|dizziness|lack_of_concentration,"headache, chest pain, dizziness, lack of concentration",4
shanover_disease_symptoms_prec_full,Hypertension,headache|chest_pain|dizziness|loss_of_balance,"headache, chest pain, dizziness, loss of balance",4
shanover_disease_symptoms_prec_full,Hypertension,headache|chest_pain|dizziness|loss_of_balance|lack_of_concentration,"headache, chest pain, dizziness, loss of balance, lack of concentration",5
shanover_disease_symptoms_prec_full,Hypertension,headache|chest_pain|loss_of_balance|lack_of_concentration,"headache, chest pain, loss of balance, lack of concentration",4
shanover_disease_symptoms_prec_full,Hypertension,headache|dizziness|loss_of_balance|lack_of_concentration,"headache, dizziness, loss of balance, lack of concentration",4
shanover_disease_symptoms_prec_full,Hyperthyroidism,fatigue|mood_swings|restlessness|sweating|diarrhoea|fast_heart_rate|excessive_hunger|muscle_weakness|irritability|abnormal_menstruation,"fatigue, mood swings, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation",10
shanover_disease_symptoms_prec_full,Hyperthyroidism,fatigue|mood_swings|weight_loss|restlessness|diarrhoea|fast_heart_rate|excessive_hunger|muscle_weakness|irritability|abnormal_menstruation,"fatigue, mood swings, weight loss, restlessness, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation",10
shanover_disease_symptoms_prec_full,Hyperthyroidism,fatigue|mood_swings|weight_loss|restlessness|sweating|diarrhoea|excessive_hunger|muscle_weakness|irritability|abnormal_menstruation,"fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, excessive hunger, muscle weakness, irritability, abnormal menstruation",10
shanover_disease_symptoms_prec_full,Hyperthyroidism,fatigue|mood_swings|weight_loss|restlessness|sweating|diarrhoea|fast_heart_rate|excessive_hunger|muscle_weakness|irritability|abnormal_menstruation,"fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation",11
shanover_disease_symptoms_prec_full,Hyperthyroidism,fatigue|mood_swings|weight_loss|restlessness|sweating|diarrhoea|fast_heart_rate|muscle_weakness|irritability|abnormal_menstruation,"fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, muscle weakness, irritability, abnormal menstruation",10
shanover_disease_symptoms_prec_full,Hyperthyroidism,fatigue|mood_swings|weight_loss|restlessness|sweating|fast_heart_rate|excessive_hunger|muscle_weakness|irritability|abnormal_menstruation,"fatigue, mood swings, weight loss, restlessness, sweating, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation",10
shanover_disease_symptoms_prec_full,Hyperthyroidism,fatigue|mood_swings|weight_loss|sweating|diarrhoea|fast_heart_rate|excessive_hunger|muscle_weakness|irritability|abnormal_menstruation,"fatigue, mood swings, weight loss, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation",10
shanover_disease_symptoms_prec_full,Hyperthyroidism,fatigue|weight_loss|restlessness|sweating|diarrhoea|fast_heart_rate|excessive_hunger|muscle_weakness|irritability|abnormal_menstruation,"fatigue, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation",10
shanover_disease_symptoms_prec_full,Hyperthyroidism,mood_swings|weight_loss|restlessness|sweating|diarrhoea|fast_heart_rate|excessive_hunger|muscle_weakness|irritability|abnormal_menstruation,"mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation",10
shanover_disease_symptoms_prec_full,Hypoglycemia,fatigue|anxiety|sweating|headache|nausea|blurred_and_distorted_vision|excessive_hunger|drying_and_tingling_lips|slurred_speech|irritability|palpitations,"fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations",11
shanover_disease_symptoms_prec_full,Hypoglycemia,vomiting|anxiety|sweating|headache|nausea|blurred_and_distorted_vision|excessive_hunger|drying_and_tingling_lips|slurred_speech|irritability|palpitations,"vomiting, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations",11
shanover_disease_symptoms_prec_full,Hypoglycemia,vomiting|fatigue|anxiety|headache|nausea|blurred_and_distorted_vision|excessive_hunger|drying_and_tingling_lips|slurred_speech|irritability|palpitations,"vomiting, fatigue, anxiety, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations",11
shanover_disease_symptoms_prec_full,Hypoglycemia,vomiting|fatigue|anxiety|sweating|headache|blurred_and_distorted_vision|excessive_hunger|drying_and_tingling_lips|slurred_speech|irritability|palpitations,"vomiting, fatigue, anxiety, sweating, headache, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations",11
shanover_disease_symptoms_prec_full,Hypoglycemia,vomiting|fatigue|anxiety|sweating|headache|nausea|blurred_and_distorted_vision|excessive_hunger|drying_and_tingling_lips|slurred_speech|irritability|palpitations,"vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations",12
shanover_disease_symptoms_prec_full,Hypoglycemia,vomiting|fatigue|anxiety|sweating|headache|nausea|blurred_and_distorted_vision|excessive_hunger|slurred_speech|irritability|palpitations,"vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, slurred speech, irritability, palpitations",11
shanover_disease_symptoms_prec_full,Hypoglycemia,vomiting|fatigue|anxiety|sweating|headache|nausea|excessive_hunger|drying_and_tingling_lips|slurred_speech|irritability|palpitations,"vomiting, fatigue, anxiety, sweating, headache, nausea, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations",11
shanover_disease_symptoms_prec_full,Hypoglycemia,vomiting|fatigue|anxiety|sweating|nausea|blurred_and_distorted_vision|excessive_hunger|drying_and_tingling_lips|slurred_speech|irritability|palpitations,"vomiting, fatigue, anxiety, sweating, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations",11
shanover_disease_symptoms_prec_full,Hypoglycemia,vomiting|fatigue|sweating|headache|nausea|blurred_and_distorted_vision|excessive_hunger|drying_and_tingling_lips|slurred_speech|irritability|palpitations,"vomiting, fatigue, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations",11
shanover_disease_symptoms_prec_full,Hypothyroidism,fatigue|cold_hands_and_feets|mood_swings|lethargy|dizziness|puffy_face_and_eyes|enlarged_thyroid|brittle_nails|swollen_extremeties|depression|irritability|abnormal_menstruation,"fatigue, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation",12
shanover_disease_symptoms_prec_full,Hypothyroidism,fatigue|weight_gain|cold_hands_and_feets|lethargy|dizziness|puffy_face_and_eyes|enlarged_thyroid|brittle_nails|swollen_extremeties|depression|irritability|abnormal_menstruation,"fatigue, weight gain, cold hands and feets, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation",12
shanover_disease_symptoms_prec_full,Hypothyroidism,fatigue|weight_gain|cold_hands_and_feets|mood_swings|dizziness|puffy_face_and_eyes|enlarged_thyroid|brittle_nails|swollen_extremeties|depression|irritability|abnormal_menstruation,"fatigue, weight gain, cold hands and feets, mood swings, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation",12
shanover_disease_symptoms_prec_full,Hypothyroidism,fatigue|weight_gain|cold_hands_and_feets|mood_swings|lethargy|dizziness|enlarged_thyroid|brittle_nails|swollen_extremeties|depression|irritability|abnormal_menstruation,"fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation",12
shanover_disease_symptoms_prec_full,Hypothyroidism,fatigue|weight_gain|cold_hands_and_feets|mood_swings|lethargy|dizziness|puffy_face_and_eyes|enlarged_thyroid|brittle_nails|swollen_extremeties|depression|irritability|abnormal_menstruation,"fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation",13
shanover_disease_symptoms_prec_full,Hypothyroidism,fatigue|weight_gain|cold_hands_and_feets|mood_swings|lethargy|puffy_face_and_eyes|enlarged_thyroid|brittle_nails|swollen_extremeties|depression|irritability|abnormal_menstruation,"fatigue, weight gain, cold hands and feets, mood swings, lethargy, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation",12
shanover_disease_symptoms_prec_full,Hypothyroidism,fatigue|weight_gain|mood_swings|lethargy|dizziness|puffy_face_and_eyes|enlarged_thyroid|brittle_nails|swollen_extremeties|depression|irritability|abnormal_menstruation,"fatigue, weight gain, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation",12
shanover_disease_symptoms_prec_full,Hypothyroidism,weight_gain|cold_hands_and_feets|mood_swings|lethargy|dizziness|puffy_face_and_eyes|enlarged_thyroid|brittle_nails|swollen_extremeties|depression|irritability|abnormal_menstruation,"weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation",12
shanover_disease_symptoms_prec_full,Impetigo,high_fever|blister|red_sore_around_nose|yellow_crust_ooze,"high fever, blister, red sore around nose, yellow crust ooze",4
shanover_disease_symptoms_prec_full,Impetigo,skin_rash|blister|red_sore_around_nose|yellow_crust_ooze,"skin rash, blister, red sore around nose, yellow crust ooze",4
shanover_disease_symptoms_prec_full,Impetigo,skin_rash|high_fever|blister|red_sore_around_nose,"skin rash, high fever, blister, red sore around nose",4
shanover_disease_symptoms_prec_full,Impetigo,skin_rash|high_fever|blister|red_sore_around_nose|yellow_crust_ooze,"skin rash, high fever, blister, red sore around nose, yellow crust ooze",5
shanover_disease_symptoms_prec_full,Impetigo,skin_rash|high_fever|blister|yellow_crust_ooze,"skin rash, high fever, blister, yellow crust ooze",4
shanover_disease_symptoms_prec_full,Impetigo,skin_rash|high_fever|red_sore_around_nose|yellow_crust_ooze,"skin rash, high fever, red sore around nose, yellow crust ooze",4
shanover_disease_symptoms_prec_full,Jaundice,itching|fatigue|weight_loss|high_fever|yellowish_skin|dark_urine|abdominal_pain,"itching, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain",7
shanover_disease_symptoms_prec_full,Jaundice,itching|vomiting|fatigue|high_fever|yellowish_skin|dark_urine|abdominal_pain,"itching, vomiting, fatigue, high fever, yellowish skin, dark urine, abdominal pain",7
shanover_disease_symptoms_prec_full,Jaundice,itching|vomiting|fatigue|weight_loss|high_fever|dark_urine|abdominal_pain,"itching, vomiting, fatigue, weight loss, high fever, dark urine, abdominal pain",7
shanover_disease_symptoms_prec_full,Jaundice,itching|vomiting|fatigue|weight_loss|high_fever|yellowish_skin|abdominal_pain,"itching, vomiting, fatigue, weight loss, high fever, yellowish skin, abdominal pain",7
shanover_disease_symptoms_prec_full,Jaundice,itching|vomiting|fatigue|weight_loss|high_fever|yellowish_skin|dark_urine,"itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine",7
shanover_disease_symptoms_prec_full,Jaundice,itching|vomiting|fatigue|weight_loss|high_fever|yellowish_skin|dark_urine|abdominal_pain,"itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain",8
shanover_disease_symptoms_prec_full,Jaundice,itching|vomiting|fatigue|weight_loss|yellowish_skin|dark_urine|abdominal_pain,"itching, vomiting, fatigue, weight loss, yellowish skin, dark urine, abdominal pain",7
shanover_disease_symptoms_prec_full,Jaundice,itching|vomiting|weight_loss|high_fever|yellowish_skin|dark_urine|abdominal_pain,"itching, vomiting, weight loss, high fever, yellowish skin, dark urine, abdominal pain",7
shanover_disease_symptoms_prec_full,Jaundice,vomiting|fatigue|weight_loss|high_fever|yellowish_skin|dark_urine|abdominal_pain,"vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain",7
shanover_disease_symptoms_prec_full,Malaria,chills|high_fever|sweating|headache|nausea|diarrhoea|muscle_pain,"chills, high fever, sweating, headache, nausea, diarrhoea, muscle pain",7
shanover_disease_symptoms_prec_full,Malaria,chills|vomiting|high_fever|headache|nausea|diarrhoea|muscle_pain,"chills, vomiting, high fever, headache, nausea, diarrhoea, muscle pain",7
shanover_disease_symptoms_prec_full,Malaria,chills|vomiting|high_fever|sweating|headache|diarrhoea|muscle_pain,"chills, vomiting, high fever, sweating, headache, diarrhoea, muscle pain",7
shanover_disease_symptoms_prec_full,Malaria,chills|vomiting|high_fever|sweating|headache|nausea|diarrhoea|muscle_pain,"chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain",8
shanover_disease_symptoms_prec_full,Malaria,chills|vomiting|high_fever|sweating|headache|nausea|muscle_pain,"chills, vomiting, high fever, sweating, headache, nausea, muscle pain",7
shanover_disease_symptoms_prec_full,Malaria,chills|vomiting|high_fever|sweating|nausea|diarrhoea|muscle_pain,"chills, vomiting, high fever, sweating, nausea, diarrhoea, muscle pain",7
shanover_disease_symptoms_prec_full,Malaria,chills|vomiting|sweating|headache|nausea|diarrhoea|muscle_pain,"chills, vomiting, sweating, headache, nausea, diarrhoea, muscle pain",7
shanover_disease_symptoms_prec_full,Malaria,vomiting|high_fever|sweating|headache|nausea|diarrhoea|muscle_pain,"vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain",7
shanover_disease_symptoms_prec_full,Migraine,acidity|headache|blurred_and_distorted_vision|excessive_hunger|stiff_neck|depression|irritability|visual_disturbances,"acidity, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, visual disturbances",8
shanover_disease_symptoms_prec_full,Migraine,acidity|indigestion|blurred_and_distorted_vision|excessive_hunger|stiff_neck|depression|irritability|visual_disturbances,"acidity, indigestion, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, visual disturbances",8
shanover_disease_symptoms_prec_full,Migraine,acidity|indigestion|headache|blurred_and_distorted_vision|excessive_hunger|depression|irritability|visual_disturbances,"acidity, indigestion, headache, blurred and distorted vision, excessive hunger, depression, irritability, visual disturbances",8
shanover_disease_symptoms_prec_full,Migraine,acidity|indigestion|headache|blurred_and_distorted_vision|excessive_hunger|stiff_neck|depression|irritability,"acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability",8
shanover_disease_symptoms_prec_full,Migraine,acidity|indigestion|headache|blurred_and_distorted_vision|excessive_hunger|stiff_neck|depression|irritability|visual_disturbances,"acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, visual disturbances",9
shanover_disease_symptoms_prec_full,Migraine,acidity|indigestion|headache|blurred_and_distorted_vision|excessive_hunger|stiff_neck|depression|visual_disturbances,"acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, visual disturbances",8
shanover_disease_symptoms_prec_full,Migraine,acidity|indigestion|headache|blurred_and_distorted_vision|excessive_hunger|stiff_neck|irritability|visual_disturbances,"acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, irritability, visual disturbances",8
shanover_disease_symptoms_prec_full,Migraine,acidity|indigestion|headache|blurred_and_distorted_vision|stiff_neck|depression|irritability|visual_disturbances,"acidity, indigestion, headache, blurred and distorted vision, stiff neck, depression, irritability, visual disturbances",8
shanover_disease_symptoms_prec_full,Migraine,acidity|indigestion|headache|excessive_hunger|stiff_neck|depression|irritability|visual_disturbances,"acidity, indigestion, headache, excessive hunger, stiff neck, depression, irritability, visual disturbances",8
shanover_disease_symptoms_prec_full,Migraine,indigestion|headache|blurred_and_distorted_vision|excessive_hunger|stiff_neck|depression|irritability|visual_disturbances,"indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, visual disturbances",8
shanover_disease_symptoms_prec_full,Osteoarthristis,joint_pain|knee_pain|hip_joint_pain|swelling_joints|painful_walking,"joint pain, knee pain, hip joint pain, swelling joints, painful walking",5
shanover_disease_symptoms_prec_full,Osteoarthristis,joint_pain|neck_pain|hip_joint_pain|swelling_joints|painful_walking,"joint pain, neck pain, hip joint pain, swelling joints, painful walking",5
shanover_disease_symptoms_prec_full,Osteoarthristis,joint_pain|neck_pain|knee_pain|hip_joint_pain|painful_walking,"joint pain, neck pain, knee pain, hip joint pain, painful walking",5
shanover_disease_symptoms_prec_full,Osteoarthristis,joint_pain|neck_pain|knee_pain|hip_joint_pain|swelling_joints,"joint pain, neck pain, knee pain, hip joint pain, swelling joints",5
shanover_disease_symptoms_prec_full,Osteoarthristis,joint_pain|neck_pain|knee_pain|hip_joint_pain|swelling_joints|painful_walking,"joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking",6
